split point, sample size, kernel, penalty param, gamma, fit time, train time, test time, train mse, test mse, train mae, test mae, accuracy, precision, recall,cv1,,,,,,,,
0.4,1000,rbf,2,10,0.023537874,0.010612965,0.007018089,0,0.135,0,0.135,1,1,1.00.853658536585,0.853658537,0.853658537,0.853658537,0.875,0.875,0.871794872,0.871794872,0.871794872,0.871794872
0.4,1000,rbf,2,100,0.015714645,0.007950068,0.005110979,0,0.135,0,0.135,1,1,1.00.853658536585,0.853658537,0.853658537,0.853658537,0.875,0.875,0.871794872,0.871794872,0.871794872,0.871794872
0.4,1000,rbf,4,0.1,0.007679939,0.004736185,0.003054142,0.015,0.1075,0.015,0.1075,0.985,1,0.8656716417910.80487804878,0.902439024,0.902439024,0.87804878,0.8,0.875,0.871794872,0.897435897,0.923076923,0.820512821
0.4,1000,rbf,4,10,0.022845984,0.01059103,0.007623911,0,0.135,0,0.135,1,1,1.00.853658536585,0.853658537,0.853658537,0.853658537,0.875,0.875,0.871794872,0.871794872,0.871794872,0.871794872
0.4,1000,rbf,4,100,0.015737057,0.008388042,0.006148815,0,0.135,0,0.135,1,1,1.00.853658536585,0.853658537,0.853658537,0.853658537,0.875,0.875,0.871794872,0.871794872,0.871794872,0.871794872
0.4,1000,rbf,8,0.1,0.00888586,0.005117178,0.003219128,0.001666667,0.1125,0.001666667,0.1125,0.998333333,1,0.9850746268660.780487804878,0.87804878,0.87804878,0.87804878,0.8,0.85,0.871794872,0.871794872,0.923076923,0.846153846
0.4,1000,rbf,8,10,0.023215771,0.010839224,0.007237196,0,0.135,0,0.135,1,1,1.00.853658536585,0.853658537,0.853658537,0.853658537,0.875,0.875,0.871794872,0.871794872,0.871794872,0.871794872
0.4,1000,rbf,8,100,0.015804291,0.007862091,0.005352259,0,0.135,0,0.135,1,1,1.00.853658536585,0.853658537,0.853658537,0.853658537,0.875,0.875,0.871794872,0.871794872,0.871794872,0.871794872
0.4,1000,poly,1,0.1,0.00624609,0.003108025,0.001931906,0.031666667,0.125,0.031666667,0.125,0.968333333,1,0.7164179104480.80487804878,0.87804878,0.829268293,0.829268293,0.825,0.85,0.897435897,0.897435897,0.923076923,0.897435897
0.4,1000,poly,1,10,0.008364677,0.002926111,0.001847029,0,0.175,0,0.175,1,1,1.00.829268292683,0.853658537,0.853658537,0.804878049,0.725,0.85,0.846153846,0.820512821,0.897435897,0.846153846
0.4,1000,poly,1,100,0.007352114,0.003498793,0.002109289,0,0.175,0,0.175,1,1,1.00.829268292683,0.853658537,0.853658537,0.804878049,0.725,0.85,0.846153846,0.820512821,0.897435897,0.846153846
0.4,1000,poly,2,0.1,0.008504152,0.003097057,0.001992941,0.02,0.13,0.02,0.13,0.98,1,0.8208955223880.80487804878,0.87804878,0.87804878,0.87804878,0.8,0.825,0.897435897,0.897435897,0.897435897,0.897435897
0.4,1000,poly,2,10,0.007187128,0.003656864,0.002426863,0,0.175,0,0.175,1,1,1.00.829268292683,0.853658537,0.853658537,0.804878049,0.725,0.85,0.846153846,0.820512821,0.897435897,0.846153846
0.4,1000,poly,2,100,0.006917953,0.002813101,0.001887083,0,0.175,0,0.175,1,1,1.00.829268292683,0.853658537,0.853658537,0.804878049,0.725,0.85,0.846153846,0.820512821,0.897435897,0.846153846
0.4,1000,poly,4,0.1,0.006842136,0.003366947,0.002068043,0.013333333,0.125,0.013333333,0.125,0.986666667,1,0.8805970149250.829268292683,0.853658537,0.902439024,0.853658537,0.825,0.825,0.923076923,0.897435897,0.871794872,0.871794872
0.4,1000,poly,4,10,0.007304907,0.002894878,0.001814127,0,0.175,0,0.175,1,1,1.00.829268292683,0.853658537,0.853658537,0.804878049,0.725,0.85,0.846153846,0.820512821,0.897435897,0.846153846
0.4,1000,poly,4,100,0.007590294,0.003021955,0.001814842,0,0.175,0,0.175,1,1,1.00.829268292683,0.853658537,0.853658537,0.804878049,0.725,0.85,0.846153846,0.820512821,0.897435897,0.846153846
0.4,1000,poly,8,0.1,0.006675959,0.003022194,0.002506971,0.01,0.135,0.01,0.135,0.99,1,0.9104477611940.80487804878,0.87804878,0.853658537,0.853658537,0.825,0.875,0.871794872,0.820512821,0.897435897,0.846153846
0.4,1000,poly,8,10,0.00784111,0.002741098,0.001817942,0,0.175,0,0.175,1,1,1.00.829268292683,0.853658537,0.853658537,0.804878049,0.725,0.85,0.846153846,0.820512821,0.897435897,0.846153846
0.4,1000,poly,8,100,0.006902218,0.002850771,0.001883268,0,0.175,0,0.175,1,1,1.00.829268292683,0.853658537,0.853658537,0.804878049,0.725,0.85,0.846153846,0.820512821,0.897435897,0.846153846
0.5,1000,linear,1,0.1,0.007342815,0.002099991,0.002047062,0.088,0.11,0.088,0.11,0.912,0.807692308,0.350.843137254902,0.88,0.88,0.88,0.9,0.86,0.88,0.86,0.88,0.836734694
0.5,1000,linear,1,10,0.007608175,0.002182961,0.002076864,0.088,0.11,0.088,0.11,0.912,0.807692308,0.350.843137254902,0.88,0.88,0.88,0.9,0.86,0.88,0.86,0.88,0.836734694
0.5,1000,linear,1,100,0.007049084,0.00197506,0.001906872,0.088,0.11,0.088,0.11,0.912,0.807692308,0.350.843137254902,0.88,0.88,0.88,0.9,0.86,0.88,0.86,0.88,0.836734694
0.5,1000,linear,2,0.1,0.009295702,0.002043724,0.001921892,0.088,0.11,0.088,0.11,0.912,0.807692308,0.350.843137254902,0.88,0.88,0.88,0.9,0.86,0.88,0.86,0.88,0.836734694
0.5,1000,linear,2,10,0.009491205,0.002218008,0.002229929,0.088,0.11,0.088,0.11,0.912,0.807692308,0.350.843137254902,0.88,0.88,0.88,0.9,0.86,0.88,0.86,0.88,0.836734694
0.5,1000,linear,2,100,0.009283781,0.002058029,0.001922131,0.088,0.11,0.088,0.11,0.912,0.807692308,0.350.843137254902,0.88,0.88,0.88,0.9,0.86,0.88,0.86,0.88,0.836734694
0.5,1000,linear,4,0.1,0.01853013,0.002210855,0.002168179,0.086,0.11,0.086,0.11,0.914,0.84,0.350.843137254902,0.88,0.88,0.88,0.9,0.86,0.88,0.86,0.88,0.836734694
0.5,1000,linear,4,10,0.018147707,0.001983881,0.001918793,0.086,0.11,0.086,0.11,0.914,0.84,0.350.843137254902,0.88,0.88,0.88,0.9,0.86,0.88,0.86,0.88,0.836734694
0.5,1000,linear,4,100,0.018746138,0.002150059,0.002044201,0.086,0.11,0.086,0.11,0.914,0.84,0.350.843137254902,0.88,0.88,0.88,0.9,0.86,0.88,0.86,0.88,0.836734694
0.5,1000,linear,8,0.1,0.038208008,0.002003908,0.002133131,0.086,0.11,0.086,0.11,0.914,0.84,0.350.843137254902,0.88,0.88,0.88,0.9,0.86,0.88,0.86,0.88,0.836734694
0.5,1000,linear,8,10,0.039723873,0.002286911,0.002290249,0.086,0.11,0.086,0.11,0.914,0.84,0.350.843137254902,0.88,0.88,0.88,0.9,0.86,0.88,0.86,0.88,0.836734694
0.5,1000,linear,8,100,0.039169073,0.002562046,0.002225876,0.086,0.11,0.086,0.11,0.914,0.84,0.350.843137254902,0.88,0.88,0.88,0.9,0.86,0.88,0.86,0.88,0.836734694
0.5,1000,rbf,1,0.1,0.005439997,0.003740072,0.003743887,0.052,0.112,0.052,0.112,0.948,1,0.5666666666670.803921568627,0.88,0.88,0.88,0.88,0.88,0.92,0.88,0.9,0.87755102
0.5,1000,rbf,1,10,0.013838768,0.007487297,0.007207155,0,0.122,0,0.122,1,1,1.00.862745098039,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.87755102
0.5,1000,rbf,1,100,0.009281158,0.005595922,0.005457163,0,0.122,0,0.122,1,1,1.00.862745098039,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.87755102
0.5,1000,rbf,2,0.1,0.005351067,0.003561974,0.003448009,0.034,0.104,0.034,0.104,0.966,1,0.7166666666670.843137254902,0.9,0.88,0.84,0.88,0.84,0.9,0.9,0.88,0.897959184
0.5,1000,rbf,2,10,0.015594006,0.007481098,0.007339001,0,0.122,0,0.122,1,1,1.00.862745098039,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.87755102
0.5,1000,rbf,2,100,0.010426044,0.005662918,0.005514145,0,0.122,0,0.122,1,1,1.00.862745098039,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.87755102
0.5,1000,rbf,4,0.1,0.005955935,0.003595114,0.003528118,0.014,0.096,0.014,0.096,0.986,1,0.8833333333330.823529411765,0.92,0.88,0.86,0.88,0.84,0.9,0.88,0.86,0.87755102
0.5,1000,rbf,4,10,0.016477346,0.007411003,0.007272959,0,0.122,0,0.122,1,1,1.00.862745098039,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.87755102
0.5,1000,rbf,4,100,0.010234118,0.005593061,0.00568223,0,0.122,0,0.122,1,1,1.00.862745098039,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.87755102
0.5,1000,rbf,8,0.1,0.006192207,0.003454924,0.003401995,0.002,0.102,0.002,0.102,0.998,1,0.9833333333330.803921568627,0.9,0.9,0.86,0.86,0.82,0.86,0.92,0.86,0.87755102
0.5,1000,rbf,8,10,0.015072823,0.009946108,0.007758141,0,0.122,0,0.122,1,1,1.00.862745098039,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.87755102
0.5,1000,rbf,8,100,0.010342121,0.005684853,0.005638838,0,0.122,0,0.122,1,1,1.00.862745098039,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.87755102
0.5,1000,poly,1,0.1,0.00514102,0.002364159,0.002453089,0.03,0.114,0.03,0.114,0.97,1,0.750.78431372549,0.88,0.9,0.86,0.84,0.84,0.86,0.9,0.92,0.836734694
0.5,1000,poly,1,10,0.005617142,0.002223969,0.002184868,0,0.17,0,0.17,1,1,1.00.803921568627,0.88,0.9,0.76,0.86,0.8,0.88,0.84,0.86,0.897959184
0.5,1000,poly,1,100,0.005903959,0.002278805,0.002182961,0,0.17,0,0.17,1,1,1.00.803921568627,0.88,0.9,0.76,0.86,0.8,0.88,0.84,0.86,0.897959184
0.5,1000,poly,2,0.1,0.005430937,0.002560854,0.002778769,0.022,0.116,0.022,0.116,0.978,1,0.8166666666670.803921568627,0.9,0.88,0.88,0.84,0.86,0.9,0.88,0.9,0.836734694
0.5,1000,poly,2,10,0.005668879,0.002215147,0.002166748,0,0.17,0,0.17,1,1,1.00.803921568627,0.88,0.9,0.76,0.86,0.8,0.88,0.84,0.86,0.897959184
0.5,1000,poly,2,100,0.005982399,0.002408028,0.002201796,0,0.17,0,0.17,1,1,1.00.803921568627,0.88,0.9,0.76,0.86,0.8,0.88,0.84,0.86,0.897959184
0.5,1000,poly,4,0.1,0.005922079,0.003164291,0.002317905,0.016,0.122,0.016,0.122,0.984,1,0.8666666666670.803921568627,0.88,0.9,0.84,0.84,0.86,0.9,0.84,0.9,0.836734694
0.5,1000,poly,4,10,0.005849123,0.002254009,0.002183914,0,0.17,0,0.17,1,1,1.00.803921568627,0.88,0.9,0.76,0.86,0.8,0.88,0.84,0.86,0.897959184
0.5,1000,poly,4,100,0.006083965,0.002490997,0.002336025,0,0.17,0,0.17,1,1,1.00.803921568627,0.88,0.9,0.76,0.86,0.8,0.88,0.84,0.86,0.897959184
0.5,1000,poly,8,0.1,0.005662918,0.002376795,0.002358675,0.008,0.132,0.008,0.132,0.992,1,0.9333333333330.803921568627,0.88,0.9,0.84,0.88,0.84,0.86,0.82,0.88,0.816326531
0.5,1000,poly,8,10,0.005889177,0.002563,0.00229311,0,0.17,0,0.17,1,1,1.00.803921568627,0.88,0.9,0.76,0.86,0.8,0.88,0.84,0.86,0.897959184
0.5,1000,poly,8,100,0.006162882,0.002271891,0.002243996,0,0.17,0,0.17,1,1,1.00.803921568627,0.88,0.9,0.76,0.86,0.8,0.88,0.84,0.86,0.897959184
0.2,3000,linear,1,0.1,0.085438013,0.030542135,0.007667065,0.1225,0.123333333,0.1225,0.123333333,0.8775,0,0.00.868852459016,0.868852459,0.868852459,0.868852459,0.883333333,0.883333333,0.881355932,0.898305085,0.881355932,0.847457627
0.2,3000,linear,1,10,0.088103771,0.030648947,0.007722855,0.1225,0.123333333,0.1225,0.123333333,0.8775,0,0.00.868852459016,0.868852459,0.868852459,0.868852459,0.883333333,0.883333333,0.881355932,0.898305085,0.881355932,0.847457627
0.2,3000,linear,1,100,0.082225084,0.033102989,0.007883072,0.1225,0.123333333,0.1225,0.123333333,0.8775,0,0.00.868852459016,0.868852459,0.868852459,0.868852459,0.883333333,0.883333333,0.881355932,0.898305085,0.881355932,0.847457627
0.2,3000,linear,2,0.1,0.131006002,0.03256011,0.008701086,0.1225,0.123333333,0.1225,0.123333333,0.8775,0,0.00.852459016393,0.868852459,0.868852459,0.885245902,0.883333333,0.883333333,0.881355932,0.898305085,0.881355932,0.830508475
0.2,3000,linear,2,10,0.129057884,0.031819105,0.008026123,0.1225,0.123333333,0.1225,0.123333333,0.8775,0,0.00.852459016393,0.868852459,0.868852459,0.885245902,0.883333333,0.883333333,0.881355932,0.898305085,0.881355932,0.830508475
0.2,3000,linear,2,100,0.124802828,0.031870127,0.008015156,0.1225,0.123333333,0.1225,0.123333333,0.8775,0,0.00.852459016393,0.868852459,0.868852459,0.885245902,0.883333333,0.883333333,0.881355932,0.898305085,0.881355932,0.830508475
0.2,3000,linear,4,0.1,0.251684666,0.035566092,0.009328842,0.1225,0.123333333,0.1225,0.123333333,0.8775,0,0.00.852459016393,0.868852459,0.868852459,0.885245902,0.883333333,0.883333333,0.881355932,0.898305085,0.881355932,0.830508475
0.2,3000,linear,4,10,0.271751165,0.059162855,0.009592056,0.1225,0.123333333,0.1225,0.123333333,0.8775,0,0.00.852459016393,0.868852459,0.868852459,0.885245902,0.883333333,0.883333333,0.881355932,0.898305085,0.881355932,0.830508475
0.2,3000,linear,4,100,0.210011721,0.033102036,0.008188963,0.1225,0.123333333,0.1225,0.123333333,0.8775,0,0.00.852459016393,0.868852459,0.868852459,0.885245902,0.883333333,0.883333333,0.881355932,0.898305085,0.881355932,0.830508475
0.2,3000,linear,8,0.1,0.359418154,0.034118891,0.009564161,0.1225,0.123333333,0.1225,0.123333333,0.8775,0,0.00.852459016393,0.868852459,0.868852459,0.885245902,0.883333333,0.883333333,0.881355932,0.898305085,0.881355932,0.830508475
0.2,3000,linear,8,10,0.351552963,0.033712864,0.00840497,0.1225,0.123333333,0.1225,0.123333333,0.8775,0,0.00.852459016393,0.868852459,0.868852459,0.885245902,0.883333333,0.883333333,0.881355932,0.898305085,0.881355932,0.830508475
0.2,3000,linear,8,100,0.367586136,0.033664942,0.008880854,0.1225,0.123333333,0.1225,0.123333333,0.8775,0,0.00.852459016393,0.868852459,0.868852459,0.885245902,0.883333333,0.883333333,0.881355932,0.898305085,0.881355932,0.830508475
0.2,3000,rbf,1,0.1,0.078554869,0.049999952,0.012553215,0.08,0.113333333,0.08,0.113333333,0.92,0.925,0.3775510204080.885245901639,0.885245902,0.885245902,0.868852459,0.866666667,0.883333333,0.898305085,0.881355932,0.86440678,0.86440678
0.2,3000,rbf,1,10,0.279256105,0.148465872,0.038378954,0,0.123333333,0,0.123333333,1,1,1.00.868852459016,0.868852459,0.868852459,0.868852459,0.883333333,0.883333333,0.881355932,0.881355932,0.881355932,0.881355932
0.2,3000,rbf,1,100,0.211985826,0.115080118,0.029382944,0,0.123333333,0,0.123333333,1,1,1.00.868852459016,0.868852459,0.868852459,0.868852459,0.883333333,0.883333333,0.881355932,0.881355932,0.881355932,0.881355932
0.2,3000,rbf,2,0.1,0.089310169,0.054868937,0.013782024,0.059583333,0.115,0.059583333,0.115,0.940416667,0.931428571,0.5544217687070.918032786885,0.93442623,0.901639344,0.885245902,0.866666667,0.883333333,0.881355932,0.881355932,0.881355932,0.881355932
0.2,3000,rbf,2,10,0.297744989,0.154752016,0.039396048,0,0.123333333,0,0.123333333,1,1,1.00.868852459016,0.868852459,0.868852459,0.868852459,0.883333333,0.883333333,0.881355932,0.881355932,0.881355932,0.881355932
0.2,3000,rbf,2,100,0.23592186,0.115725994,0.027037144,0,0.123333333,0,0.123333333,1,1,1.00.868852459016,0.868852459,0.868852459,0.868852459,0.883333333,0.883333333,0.881355932,0.881355932,0.881355932,0.881355932
0.2,3000,rbf,4,0.1,0.09251976,0.053492785,0.013797045,0.042916667,0.123333333,0.042916667,0.123333333,0.957083333,0.952606635,0.6836734693880.901639344262,0.918032787,0.901639344,0.901639344,0.866666667,0.866666667,0.898305085,0.898305085,0.881355932,0.881355932
0.2,3000,rbf,4,10,0.308707237,0.15831399,0.036947966,0,0.123333333,0,0.123333333,1,1,1.00.868852459016,0.868852459,0.868852459,0.868852459,0.883333333,0.883333333,0.881355932,0.881355932,0.881355932,0.881355932
0.2,3000,rbf,4,100,0.239398003,0.110384941,0.027675152,0,0.123333333,0,0.123333333,1,1,1.00.868852459016,0.868852459,0.868852459,0.868852459,0.883333333,0.883333333,0.881355932,0.881355932,0.881355932,0.881355932
0.2,3000,rbf,8,0.1,0.111334801,0.052941084,0.012611866,0.03,0.123333333,0.03,0.123333333,0.97,0.974358974,0.7755102040820.885245901639,0.901639344,0.885245902,0.901639344,0.866666667,0.866666667,0.915254237,0.881355932,0.847457627,0.847457627
0.2,3000,rbf,8,10,0.310667992,0.158547878,0.038249016,0,0.123333333,0,0.123333333,1,1,1.00.868852459016,0.868852459,0.868852459,0.868852459,0.883333333,0.883333333,0.881355932,0.881355932,0.881355932,0.881355932
0.2,3000,rbf,8,100,0.235170841,0.107466936,0.02715683,0,0.123333333,0,0.123333333,1,1,1.00.868852459016,0.868852459,0.868852459,0.868852459,0.883333333,0.883333333,0.881355932,0.881355932,0.881355932,0.881355932
0.2,3000,poly,1,0.1,0.101921558,0.028126955,0.007122993,0.062916667,0.135,0.062916667,0.135,0.937083333,0.908571429,0.5408163265310.885245901639,0.918032787,0.901639344,0.868852459,0.85,0.85,0.86440678,0.915254237,0.881355932,0.898305085
0.2,3000,poly,1,10,6.091133356,0.024285078,0.00622797,0,0.191666667,0,0.191666667,1,1,1.00.803278688525,0.852459016,0.868852459,0.836065574,0.816666667,0.85,0.898305085,0.881355932,0.830508475,0.813559322
0.2,3000,poly,1,100,3.769025803,0.022888184,0.00579834,0,0.191666667,0,0.191666667,1,1,1.00.803278688525,0.852459016,0.868852459,0.836065574,0.816666667,0.85,0.898305085,0.881355932,0.830508475,0.813559322
0.2,3000,poly,2,0.1,0.140098095,0.028549194,0.007330179,0.055833333,0.141666667,0.055833333,0.141666667,0.944166667,0.930107527,0.588435374150.852459016393,0.918032787,0.93442623,0.836065574,0.866666667,0.866666667,0.86440678,0.881355932,0.898305085,0.898305085
0.2,3000,poly,2,10,6.202203274,0.024627924,0.005970955,0,0.191666667,0,0.191666667,1,1,1.00.803278688525,0.852459016,0.868852459,0.836065574,0.816666667,0.85,0.898305085,0.881355932,0.830508475,0.813559322
0.2,3000,poly,2,100,3.705849171,0.023799896,0.006444216,0,0.191666667,0,0.191666667,1,1,1.00.803278688525,0.852459016,0.868852459,0.836065574,0.816666667,0.85,0.898305085,0.881355932,0.830508475,0.813559322
0.2,3000,poly,4,0.1,0.154699087,0.029015064,0.006947994,0.048333333,0.138333333,0.048333333,0.138333333,0.951666667,0.954081633,0.6360544217690.83606557377,0.901639344,0.901639344,0.852459016,0.866666667,0.883333333,0.881355932,0.86440678,0.847457627,0.86440678
0.2,3000,poly,4,10,6.468531132,0.024266005,0.005970955,0,0.191666667,0,0.191666667,1,1,1.00.803278688525,0.852459016,0.868852459,0.836065574,0.816666667,0.85,0.898305085,0.881355932,0.830508475,0.813559322
0.2,3000,poly,4,100,3.749032974,0.023109913,0.005748987,0,0.191666667,0,0.191666667,1,1,1.00.803278688525,0.852459016,0.868852459,0.836065574,0.816666667,0.85,0.898305085,0.881355932,0.830508475,0.813559322
0.2,3000,poly,8,0.1,0.232983828,0.026923895,0.006698847,0.040833333,0.135,0.040833333,0.135,0.959166667,0.962264151,0.693877551020.83606557377,0.901639344,0.901639344,0.901639344,0.866666667,0.883333333,0.881355932,0.86440678,0.847457627,0.847457627
0.2,3000,poly,8,10,5.919579029,0.022474051,0.005668879,0,0.191666667,0,0.191666667,1,1,1.00.803278688525,0.852459016,0.868852459,0.836065574,0.816666667,0.85,0.898305085,0.881355932,0.830508475,0.813559322
0.2,3000,poly,8,100,3.725690842,0.022590876,0.006177902,0,0.191666667,0,0.191666667,1,1,1.00.803278688525,0.852459016,0.868852459,0.836065574,0.816666667,0.85,0.898305085,0.881355932,0.830508475,0.813559322
0.4,3000,linear,1,0.1,0.045274019,0.018723011,0.012261868,0.121111111,0.125,0.121111111,0.125,0.878888889,0,0.00.875,0.883333333,0.875,0.883333333,0.858333333,0.9,0.866666667,0.891666667,0.883333333,0.875
0.4,3000,linear,1,10,0.042846918,0.018464088,0.012248993,0.121111111,0.125,0.121111111,0.125,0.878888889,0,0.00.875,0.883333333,0.875,0.883333333,0.858333333,0.9,0.866666667,0.891666667,0.883333333,0.875
0.4,3000,linear,1,100,0.04415679,0.018768311,0.012647152,0.121111111,0.125,0.121111111,0.125,0.878888889,0,0.00.875,0.883333333,0.875,0.883333333,0.858333333,0.9,0.866666667,0.891666667,0.883333333,0.875
0.4,3000,linear,2,0.1,0.064359188,0.01925683,0.012836933,0.121111111,0.125,0.121111111,0.125,0.878888889,0,0.00.875,0.883333333,0.875,0.883333333,0.858333333,0.9,0.866666667,0.891666667,0.883333333,0.875
0.4,3000,linear,2,10,0.064091206,0.021147966,0.015486956,0.121111111,0.125,0.121111111,0.125,0.878888889,0,0.00.875,0.883333333,0.875,0.883333333,0.858333333,0.9,0.866666667,0.891666667,0.883333333,0.875
0.4,3000,linear,2,100,0.065250874,0.019371986,0.012876987,0.121111111,0.125,0.121111111,0.125,0.878888889,0,0.00.875,0.883333333,0.875,0.883333333,0.858333333,0.9,0.866666667,0.891666667,0.883333333,0.875
0.4,3000,linear,4,0.1,0.136257887,0.020514965,0.014417887,0.121111111,0.125,0.121111111,0.125,0.878888889,0,0.00.875,0.883333333,0.875,0.883333333,0.858333333,0.9,0.866666667,0.891666667,0.883333333,0.875
0.4,3000,linear,4,10,0.100106001,0.019529104,0.012984037,0.121111111,0.125,0.121111111,0.125,0.878888889,0,0.00.875,0.883333333,0.875,0.883333333,0.858333333,0.9,0.866666667,0.891666667,0.883333333,0.875
0.4,3000,linear,4,100,0.101519823,0.019948244,0.013296843,0.121111111,0.125,0.121111111,0.125,0.878888889,0,0.00.875,0.883333333,0.875,0.883333333,0.858333333,0.9,0.866666667,0.891666667,0.883333333,0.875
0.4,3000,linear,8,0.1,0.203014851,0.021638155,0.014844179,0.121111111,0.125,0.121111111,0.125,0.878888889,0,0.00.875,0.883333333,0.875,0.883333333,0.858333333,0.9,0.866666667,0.891666667,0.883333333,0.875
0.4,3000,linear,8,10,0.193906069,0.02286005,0.014540195,0.121111111,0.125,0.121111111,0.125,0.878888889,0,0.00.875,0.883333333,0.875,0.883333333,0.858333333,0.9,0.866666667,0.891666667,0.883333333,0.875
0.4,3000,linear,8,100,0.207407951,0.020421028,0.013778925,0.121111111,0.125,0.121111111,0.125,0.878888889,0,0.00.875,0.883333333,0.875,0.883333333,0.858333333,0.9,0.866666667,0.891666667,0.883333333,0.875
0.4,3000,rbf,1,0.1,0.052639961,0.032757998,0.0213871,0.076666667,0.118333333,0.076666667,0.118333333,0.923333333,0.954545455,0.3853211009170.891666666667,0.883333333,0.875,0.883333333,0.875,0.9,0.891666667,0.883333333,0.883333333,0.9
0.4,3000,rbf,1,10,0.163170099,0.086201906,0.055766106,0,0.125,0,0.125,1,1,1.00.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
0.4,3000,rbf,1,100,0.125295162,0.062880993,0.045704126,0,0.125,0,0.125,1,1,1.00.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
0.4,3000,rbf,2,0.1,0.051002264,0.032415867,0.020594835,0.05,0.118333333,0.05,0.118333333,0.95,0.970588235,0.6055045871560.9,0.883333333,0.875,0.891666667,0.875,0.9,0.883333333,0.883333333,0.866666667,0.908333333
0.4,3000,rbf,2,10,0.172533035,0.089353085,0.057702065,0,0.125,0,0.125,1,1,1.00.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
0.4,3000,rbf,2,100,0.107573032,0.067540884,0.04125309,0,0.125,0,0.125,1,1,1.00.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
0.4,3000,rbf,4,0.1,0.060672998,0.030039072,0.021939993,0.031666667,0.1275,0.031666667,0.1275,0.968333333,0.993865031,0.7431192660550.891666666667,0.875,0.875,0.883333333,0.883333333,0.908333333,0.883333333,0.875,0.866666667,0.891666667
0.4,3000,rbf,4,10,0.179435968,0.091430187,0.056467295,0,0.125,0,0.125,1,1,1.00.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
0.4,3000,rbf,4,100,0.11636281,0.06504488,0.042896032,0,0.125,0,0.125,1,1,1.00.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
0.4,3000,rbf,8,0.1,0.058166742,0.034184217,0.024065971,0.020555556,0.141666667,0.020555556,0.141666667,0.979444444,0.989189189,0.8394495412840.9,0.875,0.883333333,0.875,0.875,0.9,0.883333333,0.875,0.858333333,0.883333333
0.4,3000,rbf,8,10,0.172147989,0.083769798,0.055464745,0,0.125,0,0.125,1,1,1.00.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
0.4,3000,rbf,8,100,0.114871979,0.060859203,0.041142225,0,0.125,0,0.125,1,1,1.00.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
0.4,3000,poly,1,0.1,0.051527977,0.019382,0.012052059,0.055555556,0.141666667,0.055555556,0.141666667,0.944444444,0.968253968,0.5596330275230.9,0.891666667,0.866666667,0.9,0.875,0.875,0.883333333,0.858333333,0.85,0.9
0.4,3000,poly,1,10,0.512177944,0.014605045,0.009855986,0,0.206666667,0,0.206666667,1,1,1.00.833333333333,0.766666667,0.833333333,0.841666667,0.783333333,0.85,0.808333333,0.766666667,0.825,0.875
0.4,3000,poly,1,100,0.630920887,0.016110897,0.011650085,0,0.206666667,0,0.206666667,1,1,1.00.833333333333,0.766666667,0.833333333,0.841666667,0.783333333,0.85,0.808333333,0.766666667,0.825,0.875
0.4,3000,poly,2,0.1,0.058359146,0.021106005,0.011351109,0.047222222,0.144166667,0.047222222,0.144166667,0.952777778,0.965034965,0.6330275229360.9,0.858333333,0.883333333,0.891666667,0.883333333,0.875,0.866666667,0.825,0.841666667,0.875
0.4,3000,poly,2,10,0.508364916,0.015669107,0.009756804,0,0.206666667,0,0.206666667,1,1,1.00.833333333333,0.766666667,0.833333333,0.841666667,0.783333333,0.85,0.808333333,0.766666667,0.825,0.875
0.4,3000,poly,2,100,0.631095171,0.015470743,0.010023832,0,0.206666667,0,0.206666667,1,1,1.00.833333333333,0.766666667,0.833333333,0.841666667,0.783333333,0.85,0.808333333,0.766666667,0.825,0.875
0.4,3000,poly,4,0.1,0.07204318,0.0185709,0.011607885,0.036111111,0.145,0.036111111,0.145,0.963888889,0.963636364,0.7293577981650.891666666667,0.858333333,0.883333333,0.891666667,0.858333333,0.875,0.85,0.825,0.833333333,0.841666667
0.4,3000,poly,4,10,0.531237841,0.016522884,0.012209892,0,0.206666667,0,0.206666667,1,1,1.00.833333333333,0.766666667,0.833333333,0.841666667,0.783333333,0.85,0.808333333,0.766666667,0.825,0.875
0.4,3000,poly,4,100,0.762526274,0.015614986,0.011848927,0,0.206666667,0,0.206666667,1,1,1.00.833333333333,0.766666667,0.833333333,0.841666667,0.783333333,0.85,0.808333333,0.766666667,0.825,0.875
