sample size, layer size,node size, activation, solver, fit time, train time, test time, train mse, test mse, train mae, test mae, accuracy, precision, recall
10000,3,50,identity,lbfgs,0.72898221,0.030533075,0.009668827,0.102125,0.1035,0.102125,0.1035,0.897875,0.644341801,0.296178344
3000,1,500,identity,adam,0.727660894,0.014405012,0.005939007,0.11,0.11,0.11,0.11,0.89,0.629310345,0.24829932
10000,2,50,logistic,sgd,0.717551947,0.028463125,0.005335808,0.11775,0.118,0.11775,0.118,0.88225,0,0
5000,4,50,identity,lbfgs,0.715049028,0.01029706,0.005669832,0.1075,0.104,0.1075,0.104,0.8925,0.597222222,0.273305085
45212,1,50,identity,adam,0.713790894,0.023144007,0.005741119,0.102878155,0.101404401,0.102878155,0.101404401,0.897121845,0.628715365,0.29489603
8000,1,500,identity,adam,0.710089922,0.044554234,0.010719299,0.1078125,0.095625,0.1078125,0.095625,0.8921875,0.619205298,0.245406824
500,2,500,logistic,sgd,0.704828024,0.020277977,0.005035162,0.1025,0.12,0.1025,0.12,0.8975,0,0
1000,3,50,identity,sgd,0.688030958,0.001798868,0.000575066,0.11,0.1,0.11,0.1,0.89,0.58490566,0.319587629
1000,2,500,identity,adam,0.686436176,0.015705824,0.005507946,0.10625,0.105,0.10625,0.105,0.89375,0.6,0.371134021
100,4,50,identity,sgd,0.677657127,0.000438929,0.000227928,0.0625,0.1,0.0625,0.1,0.9375,1,0.642857143
500,4,50,identity,sgd,0.676890135,0.002682924,0.000469923,0.1,0.12,0.1,0.12,0.9,0.533333333,0.195121951
500,2,50,identity,sgd,0.675863028,0.000527143,0.000209808,0.1025,0.11,0.1025,0.11,0.8975,0.5,0.146341463
5000,1,500,identity,adam,0.675316811,0.023849964,0.005482912,0.10575,0.102,0.10575,0.102,0.89425,0.607929515,0.292372881
50,5,500,logistic,adam,0.671989918,0.010578871,0.005867004,0.125,0.1,0.125,0.1,0.875,0,0
500,3,50,identity,sgd,0.669488907,0.001262188,0.000251055,0.1025,0.09,0.1025,0.09,0.8975,0.5,0.170731707
1000,4,50,identity,sgd,0.66734004,0.003393173,0.000813007,0.10875,0.105,0.10875,0.105,0.89125,0.596153846,0.319587629
5000,1,500,identity,lbfgs,0.651802063,0.029078007,0.008648157,0.10725,0.103,0.10725,0.103,0.89275,0.599078341,0.275423729
50,3,500,logistic,sgd,0.642445803,0.004817963,0.002118111,0.125,0.1,0.125,0.1,0.875,0,0
5000,2,50,logistic,sgd,0.621706963,0.011419058,0.006035089,0.118,0.12,0.118,0.12,0.882,0,0
100,2,50,relu,adam,0.620721817,0.000463963,0.000183821,0,0.1,0,0.1,1,1,1
100,1,500,identity,adam,0.620626926,0.000426054,0.000244141,0,0.15,0,0.15,1,1,1
5000,4,50,identity,adam,0.620456934,0.012962103,0.003966331,0.10425,0.103,0.10425,0.103,0.89575,0.631578947,0.279661017
50,3,50,tanh,sgd,0.618010759,0.000346184,0.000179052,0.1,0.1,0.1,0.1,0.9,1,0.2
5000,1,50,identity,adam,0.616947174,0.002583742,0.002177,0.10675,0.102,0.10675,0.102,0.89325,0.605633803,0.273305085
50,3,50,identity,adam,0.612839222,0.000159025,9.78E-05,0,0.3,0,0.3,1,1,1
1000,3,50,tanh,lbfgs,0.611357927,0.004205942,0.002558947,0,0.115,0,0.115,1,1,1
100,2,50,relu,sgd,0.603335142,0.000491142,0.000227213,0.15,0.15,0.15,0.15,0.85,1,0.142857143
500,1,50,logistic,adam,0.603298187,0.000562906,0.000166178,0.0975,0.12,0.0975,0.12,0.9025,0.625,0.12195122
500,1,50,tanh,adam,0.594668627,0.000882864,0.000264883,0.0675,0.14,0.0675,0.14,0.9325,0.791666667,0.463414634
1000,4,50,logistic,sgd,0.583870888,0.004818916,0.000865936,0.12125,0.12,0.12125,0.12,0.87875,0,0
8000,3,50,identity,lbfgs,0.57815218,0.022766113,0.017858744,0.10265625,0.091875,0.10265625,0.091875,0.89734375,0.65129683,0.296587927
8000,4,50,logistic,lbfgs,0.570442915,0.12879014,0.012332916,0.1190625,0.111875,0.1190625,0.111875,0.8809375,0,0
100,3,50,tanh,adam,0.568747997,0.00051713,0.000277042,0,0.15,0,0.15,1,1,1
100,4,50,relu,sgd,0.56557703,0.000348091,0.00018096,0.175,0.15,0.175,0.15,0.825,0,0
50,4,50,identity,sgd,0.564343929,0.000319004,0.00018096,0.075,0.1,0.075,0.1,0.925,1,0.4
8000,1,50,identity,adam,0.559604883,0.065171003,0.003026962,0.103125,0.090625,0.103125,0.090625,0.896875,0.645714286,0.296587927
3000,4,50,identity,adam,0.557173967,0.012169838,0.002819777,0.110416667,0.108333333,0.110416667,0.108333333,0.889583333,0.612403101,0.268707483
3000,1,50,identity,adam,0.546807051,0.005790949,0.001559973,0.1125,0.111666667,0.1125,0.111666667,0.8875,0.598360656,0.24829932
3000,4,50,identity,lbfgs,0.542521,0.006609917,0.003083944,0.111666667,0.111666667,0.111666667,0.111666667,0.888333333,0.608333333,0.24829932
50,1,500,relu,sgd,0.541059971,0.000608206,0.000348806,0.125,0.1,0.125,0.1,0.875,0,0
100,4,50,tanh,adam,0.540313244,0.000793934,0.000302076,0,0.15,0,0.15,1,1,1
50,3,50,logistic,adam,0.536022186,0.000361919,0.000203133,0.125,0.1,0.125,0.1,0.875,0,0
500,1,50,tanh,sgd,0.535237074,0.000746012,0.000194788,0.095,0.13,0.095,0.13,0.905,0.615384615,0.195121951
50,1,500,tanh,adam,0.529608011,0.00140214,0.000476122,0,0.2,0,0.2,1,1,1
100,1,500,identity,sgd,0.525852919,0.000511885,0.000263929,0.0625,0.15,0.0625,0.15,0.9375,1,0.642857143
100,2,50,tanh,adam,0.525841951,0.00039506,0.000212908,0,0.15,0,0.15,1,1,1
3000,3,50,identity,adam,0.521943092,0.037693024,0.00475502,0.111666667,0.111666667,0.111666667,0.111666667,0.888333333,0.63,0.214285714
50,3,500,logistic,sgd,0.520960093,0.00415802,0.002117157,0.125,0.1,0.125,0.1,0.875,0,0
50,1,500,tanh,sgd,0.516149044,0.001553059,0.000885963,0.1,0.1,0.1,0.1,0.9,1,0.2
100,3,50,relu,sgd,0.514606714,0.001030207,0.000827312,0.1375,0.15,0.1375,0.15,0.8625,1,0.214285714
500,3,50,logistic,sgd,0.514334202,0.001672268,0.000345945,0.1025,0.12,0.1025,0.12,0.8975,0,0
100,1,50,logistic,adam,0.51157999,0.000257015,0.000204802,0.125,0.2,0.125,0.2,0.875,1,0.285714286
8000,2,50,identity,adam,0.50812912,0.020489931,0.005938292,0.10453125,0.0925,0.10453125,0.0925,0.89546875,0.644859813,0.271653543
50,4,50,tanh,sgd,0.507410049,0.00311017,0.000302792,0.125,0.1,0.125,0.1,0.875,0,0
50,1,500,relu,adam,0.501445055,0.00062108,0.000383377,0,0.1,0,0.1,1,1,1
100,3,50,identity,sgd,0.497391939,0.001590014,0.000324965,0.05,0.15,0.05,0.15,0.95,1,0.714285714
100,3,500,logistic,adam,0.493312836,0.008521795,0.003093958,0.175,0.15,0.175,0.15,0.825,0,0
30000,1,50,identity,lbfgs,0.491357088,0.024163723,0.005298853,0.103875,0.102,0.103875,0.102,0.896125,0.633469388,0.275177305
50,3,50,identity,sgd,0.491051912,0.000267982,0.000144958,0.075,0.1,0.075,0.1,0.925,1,0.4
10000,1,50,identity,adam,0.488362074,0.00527215,0.003592014,0.103,0.105,0.103,0.105,0.897,0.643203883,0.281316348
1000,3,50,relu,lbfgs,0.484379053,0.002371788,0.000861168,0,0.145,0,0.145,1,1,1
500,2,500,tanh,adam,0.482929945,0.013538122,0.005609989,0.09,0.11,0.09,0.11,0.91,0.631578947,0.292682927
5000,4,50,logistic,lbfgs,0.480940104,0.024944305,0.009150267,0.118,0.12,0.118,0.12,0.882,0,0
50,4,50,identity,adam,0.472770214,0.000284195,0.000191927,0,0.3,0,0.3,1,1,1
500,1,50,relu,sgd,0.46767807,0.001019001,0.000259161,0.1025,0.12,0.1025,0.12,0.8975,0,0
500,4,50,logistic,sgd,0.460960627,0.033344984,0.002128839,0.1025,0.12,0.1025,0.12,0.8975,0,0
50,3,50,relu,sgd,0.456663132,0.000222206,0.000121832,0.125,0.1,0.125,0.1,0.875,0,0
50,4,50,relu,sgd,0.452339888,0.000732899,0.00056076,0.125,0.1,0.125,0.1,0.875,0,0
500,2,500,identity,adam,0.446723223,0.016665936,0.005630016,0.0925,0.1,0.0925,0.1,0.9075,0.590909091,0.317073171
500,1,500,tanh,lbfgs,0.444868088,0.006429195,0.003308773,0,0.18,0,0.18,1,1,1
50,1,500,identity,adam,0.444734335,0.000335932,0.000197172,0.05,0.3,0.05,0.3,0.95,0.8,0.8
50,1,50,tanh,sgd,0.443870068,0.000236034,0.000149965,0.125,0.2,0.125,0.2,0.875,0,0
10000,2,50,identity,lbfgs,0.437124014,0.01542902,0.016002178,0.102125,0.1035,0.102125,0.1035,0.897875,0.644341801,0.296178344
50,2,500,logistic,sgd,0.430954218,0.007367134,0.002726316,0.125,0.1,0.125,0.1,0.875,0,0
500,2,500,logistic,adam,0.426690817,0.014011145,0.003760815,0.1025,0.12,0.1025,0.12,0.8975,0,0
1000,3,50,logistic,sgd,0.426477194,0.004444838,0.001171827,0.12125,0.12,0.12125,0.12,0.87875,0,0
100,4,50,logistic,sgd,0.421508789,0.003278971,0.000296116,0.175,0.15,0.175,0.15,0.825,0,0
50,2,50,tanh,adam,0.42102623,0.000690937,0.000234842,0,0.2,0,0.2,1,1,1
100,3,50,relu,adam,0.419589996,0.000518084,0.000249147,0,0.1,0,0.1,1,1,1
5000,3,50,identity,adam,0.417130947,0.00704217,0.005588055,0.107,0.102,0.107,0.102,0.893,0.612244898,0.254237288
500,1,50,identity,sgd,0.416526794,0.001164913,0.000221014,0.0975,0.12,0.0975,0.12,0.9025,0.583333333,0.170731707
8000,3,50,identity,adam,0.415140152,0.046782017,0.016131163,0.104375,0.094375,0.104375,0.094375,0.895625,0.624338624,0.309711286
100,2,50,logistic,adam,0.414353848,0.000434875,0.000253201,0.175,0.15,0.175,0.15,0.825,0,0
3000,1,500,identity,lbfgs,0.414013147,0.02615881,0.02610302,0.112083333,0.111666667,0.112083333,0.111666667,0.887916667,0.603305785,0.24829932
100,1,50,relu,adam,0.411211967,0.000201941,0.000131845,0.025,0.15,0.025,0.15,0.975,1,0.857142857
8000,2,50,identity,lbfgs,0.405780077,0.010061026,0.0085361,0.10265625,0.091875,0.10265625,0.091875,0.89734375,0.65129683,0.296587927
50,2,50,identity,adam,0.400890112,0.000202894,0.000128031,0.075,0.3,0.075,0.3,0.925,0.75,0.6
100,1,50,tanh,sgd,0.399612904,0.000246048,0.000146866,0.075,0.15,0.075,0.15,0.925,0.9,0.642857143
500,1,50,identity,adam,0.39279604,0.000552893,0.000180244,0.1,0.1,0.1,0.1,0.9,0.533333333,0.195121951
100,2,50,identity,adam,0.39099884,0.000405073,0.000240088,0,0.1,0,0.1,1,1,1
3000,4,50,logistic,lbfgs,0.386198997,0.026296139,0.006377935,0.1225,0.123333333,0.1225,0.123333333,0.8775,0,0
500,1,500,identity,adam,0.384012222,0.00488019,0.00206995,0.1,0.1,0.1,0.1,0.9,0.533333333,0.195121951
10000,2,50,identity,adam,0.380726099,0.009570122,0.005463123,0.102125,0.1045,0.102125,0.1045,0.897875,0.631578947,0.318471338
100,2,50,tanh,sgd,0.380531788,0.003889799,0.002846956,0.0875,0.2,0.0875,0.2,0.9125,1,0.5
5000,2,50,identity,adam,0.376008272,0.005007029,0.001245022,0.10675,0.1,0.10675,0.1,0.89325,0.611940299,0.26059322
50,3,50,relu,adam,0.375455856,0.000220299,0.000129938,0,0.1,0,0.1,1,1,1
100,2,50,identity,sgd,0.375318766,0.000318289,0.00020504,0.0625,0.15,0.0625,0.15,0.9375,1,0.642857143
45212,1,50,identity,lbfgs,0.375296831,0.017040014,0.006710052,0.102905803,0.101072653,0.102905803,0.101072653,0.897094197,0.635638298,0.282372401
3000,2,50,identity,adam,0.373835087,0.07026577,0.00417304,0.111666667,0.113333333,0.111666667,0.113333333,0.888333333,0.598484848,0.268707483
50,2,50,relu,adam,0.373718977,0.000163078,9.99E-05,0,0.1,0,0.1,1,1,1
500,4,50,tanh,lbfgs,0.371820927,0.002462864,0.000833035,0,0.12,0,0.12,1,1,1
50,2,50,relu,sgd,0.369827747,0.000244856,0.00014329,0.125,0.1,0.125,0.1,0.875,0,0
1000,1,500,identity,adam,0.36532402,0.004662991,0.001104832,0.10625,0.1,0.10625,0.1,0.89375,0.611111111,0.340206186
1000,2,50,logistic,sgd,0.362414122,0.006870031,0.000769138,0.12125,0.12,0.12125,0.12,0.87875,0,0
50,3,50,logistic,lbfgs,0.353586912,0.002367973,0.000237226,0,0.1,0,0.1,1,1,1
50,4,50,tanh,adam,0.352318048,0.000546217,0.000281811,0,0.1,0,0.1,1,1,1
100,2,500,logistic,sgd,0.344321966,0.003503084,0.001384974,0.175,0.15,0.175,0.15,0.825,0,0
5000,3,50,identity,lbfgs,0.343458176,0.029795885,0.007030964,0.10775,0.103,0.10775,0.103,0.89225,0.594470046,0.273305085
50,1,500,identity,sgd,0.334547997,0.000339985,0.000174046,0.075,0.1,0.075,0.1,0.925,1,0.4
100,1,500,logistic,lbfgs,0.333968878,0.001367807,0.000627995,0,0.15,0,0.15,1,1,1
500,4,50,relu,lbfgs,0.332840204,0.001535892,0.000521183,0,0.14,0,0.14,1,1,1
500,2,50,logistic,sgd,0.332449675,0.001251936,0.000292778,0.1025,0.12,0.1025,0.12,0.8975,0,0
1000,2,50,relu,lbfgs,0.320060253,0.001406431,0.000559092,0,0.13,0,0.13,1,1,1
100,1,50,identity,adam,0.310676813,0.000178814,0.000110149,0.0625,0.1,0.0625,0.1,0.9375,0.909090909,0.714285714
1000,1,50,identity,adam,0.309098959,0.001476288,0.000266075,0.10875,0.105,0.10875,0.105,0.89125,0.589285714,0.340206186
100,3,500,logistic,adam,0.306897879,0.006372929,0.005323172,0.175,0.15,0.175,0.15,0.825,0,0
1000,4,50,logistic,adam,0.301661015,0.016134262,0.001868963,0.12125,0.12,0.12125,0.12,0.87875,0,0
100,1,50,tanh,adam,0.292272806,0.000235081,0.000139952,0.05,0.1,0.05,0.1,0.95,1,0.714285714
50,2,50,tanh,sgd,0.291769028,0.000408888,0.000200033,0.1,0.1,0.1,0.1,0.9,1,0.2
50,3,500,logistic,adam,0.285820007,0.005634785,0.00296402,0.125,0.1,0.125,0.1,0.875,0,0
50,1,500,logistic,lbfgs,0.283800125,0.000696182,0.000361204,0,0.2,0,0.2,1,1,1
50,3,50,tanh,adam,0.281607151,0.000225067,0.000113964,0,0.3,0,0.3,1,1,1
100,3,50,logistic,sgd,0.273921967,0.000497818,0.000248909,0.175,0.15,0.175,0.15,0.825,0,0
50,1,50,tanh,adam,0.265743256,0.000149965,8.23E-05,0.025,0.1,0.025,0.1,0.975,1,0.8
1000,1,50,logistic,sgd,0.265130997,0.001959801,0.000529051,0.12125,0.12,0.12125,0.12,0.87875,0,0
5000,2,50,identity,lbfgs,0.257858753,0.005745888,0.010768175,0.10725,0.105,0.10725,0.105,0.89275,0.599078341,0.275423729
1000,1,500,identity,lbfgs,0.253731251,0.005182981,0.001719952,0.1075,0.105,0.1075,0.105,0.8925,0.6,0.340206186
50,4,50,relu,adam,0.251974106,0.000457287,0.000280142,0,0.1,0,0.1,1,1,1
50,2,50,logistic,adam,0.250884771,0.000276089,0.000219822,0.125,0.1,0.125,0.1,0.875,0,0
100,2,50,logistic,lbfgs,0.249392033,0.000495195,0.000254869,0,0.2,0,0.2,1,1,1
500,1,500,relu,lbfgs,0.247837305,0.003412962,0.001277924,0,0.14,0,0.14,1,1,1
50,2,50,identity,sgd,0.245740652,0.00016737,0.000111818,0.075,0.1,0.075,0.1,0.925,1,0.4
100,1,50,identity,sgd,0.245192051,0.000267982,0.000175714,0.075,0.2,0.075,0.2,0.925,1,0.571428571
500,2,50,logistic,lbfgs,0.238375187,0.001051188,0.000252008,0,0.15,0,0.15,1,1,1
3000,3,50,identity,lbfgs,0.238296747,0.005501032,0.00365591,0.111666667,0.111666667,0.111666667,0.111666667,0.888333333,0.608333333,0.24829932
1000,4,50,identity,lbfgs,0.237309217,0.002398968,0.000730991,0.1075,0.105,0.1075,0.105,0.8925,0.6,0.340206186
50,1,50,logistic,adam,0.231861115,0.000211954,0.000144958,0.125,0.1,0.125,0.1,0.875,0,0
100,1,50,relu,sgd,0.227364063,0.001790047,0.000255108,0.1125,0.15,0.1125,0.15,0.8875,1,0.357142857
500,3,50,relu,lbfgs,0.227362156,0.001586914,0.000509024,0,0.12,0,0.12,1,1,1
50,4,50,logistic,sgd,0.227123976,0.000431061,0.000234127,0.125,0.1,0.125,0.1,0.875,0,0
500,4,50,identity,adam,0.226357937,0.002367973,0.000732899,0.0975,0.1,0.0975,0.1,0.9025,0.5625,0.219512195
50,3,500,logistic,adam,0.226143837,0.006557941,0.00178504,0.125,0.1,0.125,0.1,0.875,0,0
100,4,50,tanh,lbfgs,0.225471973,0.002902031,0.002317905,0,0.2,0,0.2,1,1,1
1000,3,50,logistic,adam,0.22363019,0.003893852,0.000994921,0.12125,0.12,0.12125,0.12,0.87875,0,0
1000,2,50,tanh,lbfgs,0.222128868,0.003065109,0.000917912,0,0.125,0,0.125,1,1,1
1000,4,50,identity,adam,0.219173193,0.00335288,0.000498295,0.1075,0.105,0.1075,0.105,0.8925,0.596491228,0.350515464
50,1,50,relu,adam,0.213776827,0.000217915,0.000159979,0.025,0.1,0.025,0.1,0.975,1,0.8
1000,2,50,identity,adam,0.207895994,0.001755953,0.000287056,0.1075,0.105,0.1075,0.105,0.8925,0.596491228,0.350515464
1000,3,50,identity,adam,0.20778513,0.001767159,0.00045085,0.10625,0.105,0.10625,0.105,0.89375,0.611111111,0.340206186
50,1,50,identity,sgd,0.205652952,0.000289917,0.000124931,0.1,0.1,0.1,0.1,0.9,1,0.2
100,2,500,logistic,adam,0.203504801,0.00449419,0.014909267,0.175,0.15,0.175,0.15,0.825,0,0
50,1,50,identity,adam,0.200447083,0.000110149,7.49E-05,0.05,0.1,0.05,0.1,0.95,1,0.6
500,1,50,logistic,sgd,0.199690819,0.001198053,0.000328064,0.1025,0.12,0.1025,0.12,0.8975,0,0
10000,1,50,identity,lbfgs,0.199641943,0.006375074,0.001701117,0.102125,0.1035,0.102125,0.1035,0.897875,0.644341801,0.296178344
500,4,50,logistic,adam,0.199187756,0.003389835,0.000808001,0.1025,0.12,0.1025,0.12,0.8975,0,0
500,3,50,identity,adam,0.197291851,0.001825094,0.000440121,0.1,0.1,0.1,0.1,0.9,0.533333333,0.195121951
100,3,50,logistic,lbfgs,0.195331812,0.000651121,0.000274897,0,0.1,0,0.1,1,1,1
1000,3,50,identity,lbfgs,0.193033218,0.001020193,0.000658035,0.1075,0.105,0.1075,0.105,0.8925,0.6,0.340206186
500,4,50,identity,lbfgs,0.190306187,0.002716064,0.000590086,0.1,0.1,0.1,0.1,0.9,0.533333333,0.195121951
100,3,50,logistic,adam,0.182192087,0.000516176,0.000255108,0.175,0.15,0.175,0.15,0.825,0,0
1000,2,50,identity,lbfgs,0.17564702,0.001219034,0.000941038,0.1075,0.105,0.1075,0.105,0.8925,0.6,0.340206186
1000,1,500,logistic,adam,0.174891949,0.010817766,0.00158596,0.12125,0.12,0.12125,0.12,0.87875,0,0
1000,1,50,logistic,lbfgs,0.172419071,0.001038074,0.00036788,0,0.14,0,0.14,1,1,1
50,4,50,relu,lbfgs,0.171158791,0.000774145,0.000414848,0,0.2,0,0.2,1,1,1
500,3,50,identity,lbfgs,0.170556068,0.000717163,0.000330925,0.1,0.1,0.1,0.1,0.9,0.533333333,0.195121951
500,2,50,relu,lbfgs,0.16869092,0.000687122,0.000235081,0,0.16,0,0.16,1,1,1
50,2,50,logistic,sgd,0.167613268,0.000183821,0.00012517,0.125,0.1,0.125,0.1,0.875,0,0
100,3,50,relu,lbfgs,0.165085793,0.000397682,0.000205278,0,0.15,0,0.15,1,1,1
500,3,50,tanh,lbfgs,0.159985304,0.002624035,0.00069809,0,0.12,0,0.12,1,1,1
500,2,50,tanh,lbfgs,0.158374786,0.000977993,0.000296116,0,0.11,0,0.11,1,1,1
1000,4,50,logistic,lbfgs,0.158061981,0.003014088,0.001358747,0.12125,0.12,0.12125,0.12,0.87875,0,0
50,2,50,logistic,lbfgs,0.15763092,0.00041604,0.000205994,0,0.2,0,0.2,1,1,1
100,1,500,identity,lbfgs,0.15647912,0.000478029,0.000276089,0,0.15,0,0.15,1,1,1
50,1,50,relu,sgd,0.156438828,0.001485109,0.00017786,0.125,0.1,0.125,0.1,0.875,0,0
1000,1,500,logistic,sgd,0.154925108,0.006580114,0.001415968,0.12125,0.12,0.12125,0.12,0.87875,0,0
100,4,50,identity,lbfgs,0.154672861,0.000474215,0.000319958,0,0.1,0,0.1,1,1,1
500,1,500,logistic,adam,0.151445866,0.005718231,0.001816988,0.1025,0.12,0.1025,0.12,0.8975,0,0
500,3,50,logistic,adam,0.148030043,0.002529144,0.000617981,0.1025,0.12,0.1025,0.12,0.8975,0,0
100,1,500,relu,lbfgs,0.147080898,0.001484156,0.000509024,0,0.1,0,0.1,1,1,1
1000,1,50,relu,lbfgs,0.144639969,0.003381968,0.001744986,0,0.14,0,0.14,1,1,1
100,4,50,logistic,lbfgs,0.136979103,0.001004934,0.00073123,0.175,0.15,0.175,0.15,0.825,0,0
100,1,500,logistic,sgd,0.134172916,0.001149893,0.000512838,0.175,0.15,0.175,0.15,0.825,0,0
50,1,500,identity,lbfgs,0.128025055,0.000378132,0.000252247,0,0.2,0,0.2,1,1,1
50,1,500,logistic,adam,0.126107931,0.001132965,0.002264023,0.125,0.1,0.125,0.1,0.875,0,0
100,2,50,tanh,lbfgs,0.123290062,0.000516891,0.000265837,0,0.15,0,0.15,1,1,1
3000,2,50,identity,lbfgs,0.1223948,0.008405924,0.004356861,0.111666667,0.111666667,0.111666667,0.111666667,0.888333333,0.608333333,0.24829932
500,2,50,identity,lbfgs,0.122270823,0.000813961,0.000270128,0.1,0.1,0.1,0.1,0.9,0.533333333,0.195121951
500,4,50,logistic,lbfgs,0.1212852,0.002328873,0.000745058,0.1025,0.12,0.1025,0.12,0.8975,0,0
50,2,500,logistic,adam,0.120302916,0.018159866,0.023517132,0.125,0.1,0.125,0.1,0.875,0,0
500,1,50,logistic,lbfgs,0.118586063,0.000479221,0.000172138,0,0.18,0,0.18,1,1,1
500,1,50,relu,lbfgs,0.118474007,0.000576973,0.000222206,0,0.14,0,0.14,1,1,1
50,3,50,tanh,lbfgs,0.116606236,0.000610113,0.000271082,0,0.2,0,0.2,1,1,1
8000,1,50,identity,lbfgs,0.115540981,0.004717827,0.001382113,0.1028125,0.091875,0.1028125,0.091875,0.8971875,0.649425287,0.296587927
100,1,50,logistic,sgd,0.114488125,0.000212908,0.00010705,0.175,0.15,0.175,0.15,0.825,0,0
50,3,50,logistic,sgd,0.111566782,0.000437975,0.000216246,0.125,0.1,0.125,0.1,0.875,0,0
100,1,50,logistic,lbfgs,0.107771158,0.000309229,0.000138044,0,0.15,0,0.15,1,1,1
100,4,50,relu,lbfgs,0.107345819,0.004124165,0.000334978,0,0.1,0,0.1,1,1,1
500,1,500,identity,lbfgs,0.103107691,0.006939888,0.006188154,0.1,0.1,0.1,0.1,0.9,0.533333333,0.195121951
1000,1,50,tanh,lbfgs,0.10124898,0.001497746,0.00055027,0,0.12,0,0.12,1,1,1
50,1,500,tanh,lbfgs,0.089709759,0.000936031,0.00043416,0,0.2,0,0.2,1,1,1
100,4,50,logistic,adam,0.088928699,0.000633955,0.000309944,0.175,0.15,0.175,0.15,0.825,0,0
50,4,50,identity,lbfgs,0.082516909,0.000458956,0.00022912,0,0.3,0,0.3,1,1,1
500,2,50,identity,adam,0.080644846,0.00107193,0.000268698,0.1,0.1,0.1,0.1,0.9,0.533333333,0.195121951
500,1,500,logistic,sgd,0.079957962,0.006542206,0.001399755,0.1025,0.12,0.1025,0.12,0.8975,0,0
5000,1,50,identity,lbfgs,0.076411247,0.007573366,0.002343178,0.1075,0.105,0.1075,0.105,0.8925,0.597222222,0.273305085
100,2,50,logistic,sgd,0.076334715,0.000418901,0.000238657,0.175,0.15,0.175,0.15,0.825,0,0
100,3,50,tanh,lbfgs,0.074707747,0.000616789,0.000267982,0,0.1,0,0.1,1,1,1
100,3,50,identity,lbfgs,0.073344946,0.00056076,0.000208139,0,0.15,0,0.15,1,1,1
100,1,500,tanh,lbfgs,0.067996979,0.001698017,0.001621008,0,0.1,0,0.1,1,1,1
50,3,50,identity,lbfgs,0.061347008,0.004823685,0.000357151,0,0.2,0,0.2,1,1,1
50,4,50,tanh,lbfgs,0.060230732,0.000732183,0.00026679,0,0.3,0,0.3,1,1,1
50,3,50,relu,lbfgs,0.055845976,0.000485182,0.001966953,0,0.2,0,0.2,1,1,1
50,4,50,logistic,adam,0.055601835,0.000451803,0.000158787,0.125,0.1,0.125,0.1,0.875,0,0
3000,1,50,identity,lbfgs,0.048281193,0.003256798,0.000784159,0.111666667,0.111666667,0.111666667,0.111666667,0.888333333,0.608333333,0.24829932
50,1,50,logistic,sgd,0.047646046,0.000151157,9.92E-05,0.125,0.1,0.125,0.1,0.875,0,0
50,2,50,identity,lbfgs,0.04516077,0.000225067,0.000143051,0,0.2,0,0.2,1,1,1
500,1,50,tanh,lbfgs,0.039486885,0.001081705,0.000375032,0,0.17,0,0.17,1,1,1
50,1,500,logistic,sgd,0.038899183,0.000732899,0.000440836,0.125,0.1,0.125,0.1,0.875,0,0
100,1,50,tanh,lbfgs,0.038755894,0.00028491,0.000163078,0,0.15,0,0.15,1,1,1
50,2,50,tanh,lbfgs,0.035159111,0.000380993,0.0002141,0,0.2,0,0.2,1,1,1
50,1,500,relu,lbfgs,0.035151958,0.000529766,0.000282288,0,0.1,0,0.1,1,1,1
100,2,50,relu,lbfgs,0.034601927,0.000323057,0.000164032,0,0.1,0,0.1,1,1,1
100,2,50,identity,lbfgs,0.029131889,0.000291109,0.000170946,0,0.1,0,0.1,1,1,1
100,1,500,logistic,adam,0.028944731,0.000663996,0.000298023,0.175,0.15,0.175,0.15,0.825,0,0
50,2,50,relu,lbfgs,0.027676821,0.000497103,0.00027585,0,0.1,0,0.1,1,1,1
50,1,50,logistic,lbfgs,0.027530909,0.000226974,0.000211,0,0.2,0,0.2,1,1,1
50,4,50,logistic,lbfgs,0.025732994,0.000458956,0.000234842,0.125,0.1,0.125,0.1,0.875,0,0
50,1,50,tanh,lbfgs,0.024070024,0.000253916,0.000143051,0,0.2,0,0.2,1,1,1
100,1,50,identity,lbfgs,0.023571968,0.000181913,0.000118732,0,0.1,0,0.1,1,1,1
1000,1,50,identity,lbfgs,0.021207809,0.000652075,0.000392914,0.1075,0.105,0.1075,0.105,0.8925,0.6,0.340206186
50,1,50,identity,lbfgs,0.019101858,0.000178099,0.000121117,0,0.2,0,0.2,1,1,1
500,1,50,identity,lbfgs,0.017306805,0.000625849,0.00074172,0.1,0.1,0.1,0.1,0.9,0.533333333,0.195121951
50,1,50,relu,lbfgs,0.01431036,0.000169992,0.000103951,0,0.2,0,0.2,1,1,1
100,1,50,relu,lbfgs,0.01319623,0.000222921,0.000138998,0,0.1,0,0.1,1,1,1
